user_id,join_date,country,device_type,subscription_type
u353456,2021-09-25,US,Android Tablet,premium
u689309,2020-07-09,DE,Mac,premium
u143716,2021-02-21,MX,Android Phone,enterprise
u121302,2023-06-14,CA,Windows,enterprise
u564008,2020-08-27,DE,Windows,premium
u362699,2023-12-10,US,Windows,premium
u585827,2021-04-20,CA,Android Tablet,free
u941406,2022-03-21,US,iPad,basic
u088642,2023-02-25,JP,Mac,premium
u666674,2022-01-17,MX,Windows,enterprise
u708231,2020-12-14,CA,iPad,premium
u364298,2022-04-05,UK,iPad,premium
u183321,2020-04-03,IN,Android Phone,enterprise
u044719,2023-04-01,BR,iPhone,basic
u026554,2023-05-11,MX,Android Phone,basic
u710636,2023-03-03,DE,Windows,premium
u561388,2022-10-08,UK,Android Tablet,enterprise
u207208,2023-10-30,US,iPad,free
u468569,2023-04-09,AU,Windows,free
u924078,2023-05-08,DE,Android Tablet,basic
u385537,2023-09-01,IN,Mac,free
u878674,2022-04-20,JP,iPhone,basic
u820671,2023-06-08,IN,iPhone,basic
u816176,2022-08-20,JP,Mac,premium
u085236,2021-07-30,IN,iPad,premium
u141154,2020-03-31,BR,Mac,enterprise
u544148,2021-08-24,MX,Android Phone,enterprise
u042381,2020-10-22,CA,Android Phone,free
u690539,2022-07-21,MX,Android Tablet,basic
u400738,2021-01-17,DE,Mac,enterprise
u089460,2022-08-03,US,Mac,basic
u605435,2021-10-09,CA,Mac,basic
u538933,2023-02-13,DE,Android Phone,free
u978642,2022-03-13,JP,Mac,free
u806183,2022-08-15,US,Android Phone,enterprise
u945265,2022-09-03,MX,Windows,premium
u113849,2020-04-14,FR,Mac,free
u304346,2021-04-29,JP,Windows,premium
u061340,2020-04-17,JP,Mac,basic
u910876,2022-04-10,IN,Windows,premium
u021905,2021-09-28,CA,Mac,basic
u118203,2022-06-20,MX,iPhone,basic
u003032,2020-04-29,CA,Android Phone,enterprise
u158758,2021-11-26,AU,Mac,enterprise
u132409,2021-02-26,CA,Android Phone,premium
u555878,2022-03-20,AU,iPhone,enterprise
u660973,2023-03-29,UK,Android Phone,premium
u647343,2021-05-14,JP,Mac,premium
u749242,2022-05-05,BR,Android Phone,premium
u083576,2023-08-16,DE,iPad,enterprise
u428765,2020-05-30,BR,Android Phone,free
u208562,2022-02-05,JP,Android Tablet,enterprise
u464151,2020-03-17,FR,iPhone,basic
u262226,2022-01-25,UK,Android Phone,basic
u332320,2023-07-23,UK,iPhone,enterprise
u358770,2020-03-23,CA,Mac,premium
u978512,2023-03-17,FR,iPhone,basic
u366982,2023-12-10,US,iPhone,basic
u727674,2020-05-22,AU,iPhone,basic
u511889,2023-10-05,JP,Mac,premium
u501070,2022-08-27,AU,iPhone,basic
u693247,2022-08-23,AU,Android Phone,enterprise
u951793,2020-03-17,IN,Android Tablet,free
u856715,2021-04-22,JP,Android Phone,premium
u915664,2022-02-12,IN,Android Phone,basic
u951418,2022-07-01,IN,iPad,enterprise
u348825,2023-07-24,FR,iPad,enterprise
u098251,2020-02-14,FR,Mac,premium
u876836,2023-02-16,UK,Windows,premium
u707012,2022-05-10,JP,iPhone,enterprise
u026767,2023-07-11,BR,Android Phone,basic
u092061,2023-02-11,MX,Mac,basic
u875384,2022-03-08,FR,Windows,premium
u479392,2023-08-08,DE,Windows,enterprise
u108410,2022-11-17,UK,iPhone,basic
u208874,2020-08-01,BR,Android Tablet,premium
u418117,2020-07-23,AU,Windows,enterprise
u789055,2021-04-02,FR,iPhone,premium
u027322,2023-05-09,MX,iPad,free
u520394,2021-04-23,DE,iPhone,enterprise
u492594,2020-04-27,MX,Windows,premium
u111468,2023-09-12,DE,Android Phone,free
u867455,2021-08-24,UK,Mac,premium
u659528,2021-08-04,DE,Android Tablet,basic
u022793,2023-05-09,AU,iPhone,enterprise
u855979,2021-05-29,FR,iPad,basic
u193218,2022-08-02,IN,Mac,enterprise
u443411,2022-04-14,UK,Mac,enterprise
u870281,2022-08-28,JP,Android Tablet,basic
u329957,2023-06-29,MX,Android Tablet,free
u518213,2020-12-08,IN,Windows,free
u053493,2023-08-14,FR,Mac,premium
u126807,2021-04-04,CA,Android Tablet,free
u523103,2021-01-15,DE,Mac,enterprise
u330243,2021-06-11,DE,Android Tablet,enterprise
u165765,2022-02-01,UK,iPhone,basic
u684821,2021-07-11,JP,Android Tablet,basic
u673389,2023-07-29,DE,Windows,basic
u865610,2021-12-23,IN,iPhone,free
u494245,2021-06-19,AU,Android Phone,basic
u543243,2020-04-05,DE,Android Phone,enterprise
u954303,2020-12-15,IN,Mac,enterprise
u724215,2023-01-05,DE,Android Phone,premium
u463728,2022-03-22,US,Mac,basic
u628346,2023-09-20,DE,Android Tablet,enterprise
u111137,2022-05-14,MX,Android Phone,free
u189521,2023-07-26,DE,iPhone,basic
u923650,2021-11-12,JP,Android Phone,premium
u944800,2021-09-06,BR,Android Phone,basic
u745858,2023-02-20,FR,iPad,enterprise
u915961,2020-06-11,UK,iPad,premium
u037644,2022-11-08,JP,Mac,premium
u419099,2021-04-21,DE,iPad,enterprise
u443085,2020-09-28,CA,iPhone,free
u115780,2022-10-08,IN,Android Phone,premium
u893580,2021-07-13,FR,iPhone,basic
u942792,2023-04-23,JP,iPad,enterprise
u754263,2021-03-04,FR,Android Phone,enterprise
u676810,2021-12-18,IN,iPad,premium
u874416,2021-12-07,FR,Android Tablet,enterprise
u437695,2020-03-13,AU,Mac,premium
u555181,2021-10-15,AU,iPhone,basic
u556890,2021-07-05,BR,iPhone,free
u597212,2021-08-01,AU,Android Tablet,enterprise
u852158,2023-12-10,MX,Mac,premium
u412304,2021-06-26,IN,iPad,premium
u115332,2023-04-12,US,Android Tablet,free
u195647,2020-02-03,BR,Mac,free
u615426,2020-02-25,MX,Mac,premium
u685217,2020-07-18,CA,Mac,enterprise
u951713,2022-08-14,BR,Mac,premium
u788470,2020-11-16,CA,iPad,enterprise
u695114,2023-06-27,MX,iPad,enterprise
u263708,2023-07-30,IN,Mac,enterprise
u133123,2021-06-24,US,Android Phone,enterprise
u056179,2022-04-10,MX,Android Tablet,free
u755648,2022-10-02,FR,Windows,basic
u653861,2022-06-01,DE,Mac,basic
u041089,2022-11-28,JP,iPhone,basic
u927197,2022-10-10,US,iPhone,premium
u533359,2022-04-19,IN,iPad,basic
u895232,2022-07-27,IN,Android Phone,premium
u784461,2021-08-30,US,Android Tablet,basic
u541902,2021-07-11,BR,Android Tablet,enterprise
u598232,2022-09-04,AU,Android Tablet,premium
u050967,2021-03-28,JP,Android Phone,enterprise
u164596,2021-02-21,BR,Android Phone,enterprise
u754074,2020-03-15,DE,Windows,free
u025458,2021-08-30,BR,Android Tablet,free
u750969,2023-01-15,IN,Windows,premium
u961497,2023-03-14,DE,Windows,basic
u471157,2023-03-03,US,iPad,free
u875961,2020-08-26,CA,Windows,enterprise
u650549,2022-09-20,JP,Android Phone,free
u824267,2023-10-04,US,iPad,free
u187768,2022-10-03,UK,iPhone,enterprise
u685923,2023-04-09,US,iPad,enterprise
u828266,2023-12-22,DE,iPhone,free
u965447,2023-09-08,FR,Windows,free
u195685,2022-06-20,IN,Mac,premium
u085845,2021-12-05,BR,Mac,free
u180392,2020-02-13,CA,Android Phone,enterprise
u146843,2023-09-21,IN,iPhone,premium
u637335,2023-12-21,BR,iPad,premium
u220179,2020-02-03,DE,Windows,premium
u949482,2021-10-14,JP,Mac,premium
u868008,2020-05-21,AU,Android Phone,basic
u700299,2021-08-09,JP,Windows,premium
u224836,2021-03-03,AU,iPhone,premium
u100507,2020-05-01,DE,Android Phone,enterprise
u772350,2021-01-29,FR,Windows,basic
u341317,2023-05-12,CA,iPhone,enterprise
u906195,2023-07-13,JP,Windows,basic
u584105,2021-02-16,MX,Android Phone,free
u633393,2020-06-21,FR,Android Tablet,basic
u981450,2022-04-19,MX,iPad,enterprise
u975447,2023-11-27,IN,Android Phone,premium
u365567,2020-12-18,AU,iPad,basic
u182735,2021-01-25,CA,iPhone,premium
u434247,2021-02-05,CA,Windows,enterprise
u976694,2023-05-11,IN,iPhone,premium
u463576,2021-05-07,MX,Android Phone,enterprise
u616980,2022-11-16,MX,iPhone,basic
u356279,2021-04-16,US,Android Phone,premium
u923718,2021-07-05,MX,Mac,basic
u655480,2023-07-24,BR,Mac,premium
u587520,2020-07-01,AU,Mac,premium
u799761,2021-04-13,IN,iPhone,basic
u959684,2021-04-16,FR,Android Tablet,enterprise
u085996,2022-02-04,AU,Android Tablet,basic
u258936,2022-10-06,IN,Mac,premium
u327231,2021-06-13,DE,iPhone,basic
u588611,2022-05-19,UK,iPad,basic
u383053,2022-09-16,JP,Mac,basic
u132975,2020-05-30,CA,iPad,enterprise
u293409,2023-12-28,DE,iPhone,basic
u429760,2022-08-22,US,iPhone,basic
u312133,2021-10-11,US,Mac,basic
u035062,2023-07-28,BR,iPhone,free
u919310,2023-08-16,DE,Android Tablet,free
u595493,2020-07-16,IN,Android Tablet,basic
u309870,2020-05-05,CA,Android Tablet,free
u142116,2022-12-01,DE,iPhone,premium
u254046,2020-05-01,DE,iPhone,basic
u068099,2020-10-06,IN,iPad,basic
u905188,2023-03-09,BR,Windows,enterprise
u689041,2020-08-31,IN,Mac,free
u581067,2022-05-01,UK,Android Phone,basic
u958637,2020-09-29,US,iPad,premium
u981165,2023-05-30,DE,Mac,premium
u879580,2020-05-04,AU,Android Tablet,premium
u262077,2021-07-14,CA,iPhone,premium
u829518,2022-02-05,DE,Android Tablet,basic
u917057,2021-04-09,JP,iPad,enterprise
u285647,2022-01-19,FR,Android Tablet,enterprise
u243276,2020-12-11,FR,Mac,premium
u696472,2020-06-20,UK,Mac,free
u842676,2022-01-02,AU,iPad,premium
u552683,2020-09-11,DE,Windows,premium
u828957,2023-01-15,JP,iPhone,premium
u939128,2020-10-18,AU,Android Phone,basic
u715108,2021-07-15,UK,iPhone,basic
u773467,2023-08-17,MX,iPad,basic
u396958,2022-03-19,AU,Android Tablet,enterprise
u105769,2023-07-23,IN,Android Tablet,premium
u279021,2020-01-29,US,Windows,basic
u778397,2020-10-19,JP,iPad,free
u405612,2021-06-19,MX,Android Phone,enterprise
u986668,2023-04-07,CA,iPhone,free
u501740,2021-06-29,FR,Windows,enterprise
u937311,2021-02-02,FR,Android Phone,premium
u628125,2021-04-18,AU,iPad,free
u216292,2022-02-04,IN,Android Phone,basic
u409143,2022-11-30,FR,iPad,free
u182041,2020-08-28,DE,Mac,premium
u779798,2023-11-15,US,Mac,enterprise
u866231,2023-04-20,BR,Mac,basic
u964152,2022-07-30,US,iPhone,enterprise
u192627,2022-06-14,IN,Android Phone,enterprise
u416294,2021-02-27,BR,Windows,free
u245034,2020-09-14,JP,iPhone,basic
u754207,2021-11-04,JP,iPad,free
u966541,2021-06-14,BR,Mac,enterprise
u070394,2021-01-15,AU,iPad,premium
u162713,2021-12-05,CA,Android Tablet,premium
u434531,2021-10-03,UK,Mac,premium
u210917,2020-06-19,CA,Windows,free
u166935,2020-01-25,MX,Windows,premium
u129178,2021-07-09,AU,iPad,free
u730452,2022-01-08,UK,iPad,enterprise
u494115,2020-06-11,DE,iPad,enterprise
u812433,2021-09-03,FR,iPad,enterprise
u821977,2023-10-20,FR,Mac,enterprise
u733653,2022-12-18,IN,iPad,enterprise
u525859,2023-06-02,US,iPhone,free
u234849,2023-09-23,US,Android Tablet,basic
u088703,2021-10-24,IN,Mac,enterprise
u864912,2021-07-13,MX,Windows,enterprise
u584449,2022-07-06,AU,Mac,free
u546411,2023-09-10,FR,Android Tablet,enterprise
u106679,2020-10-14,FR,iPad,premium
u538578,2020-11-02,AU,Android Phone,basic
u236825,2023-07-08,UK,Windows,free
u469996,2021-09-09,IN,Mac,enterprise
u720651,2021-12-20,US,iPhone,premium
u493589,2021-02-28,JP,Mac,basic
u530722,2023-01-26,US,iPad,premium
u523740,2020-06-26,IN,iPhone,free
u137301,2022-05-28,AU,Windows,enterprise
u012544,2022-03-14,AU,Windows,basic
u211792,2020-07-03,US,iPad,enterprise
u081645,2021-01-26,MX,Windows,basic
u386204,2023-01-22,IN,iPad,premium
u123683,2020-03-06,FR,iPad,basic
u954950,2020-07-23,JP,Android Phone,free
u333255,2020-08-14,FR,Windows,enterprise
u488295,2023-03-15,AU,Android Tablet,free
u062787,2020-01-27,CA,Mac,premium
u733904,2020-09-24,DE,iPad,enterprise
u332086,2023-03-26,AU,Windows,enterprise
u667758,2023-07-09,US,Mac,basic
u485794,2022-10-12,DE,Mac,enterprise
u606307,2020-06-18,IN,Android Phone,enterprise
u813802,2021-03-31,DE,iPhone,enterprise
u449829,2022-10-16,FR,iPad,enterprise
u550582,2023-11-02,UK,Android Phone,premium
u698608,2020-10-17,FR,Android Phone,free
u871632,2023-07-20,FR,iPad,enterprise
u573779,2021-12-16,AU,iPhone,free
u279168,2021-02-15,AU,Android Phone,premium
u793700,2023-11-14,MX,iPhone,basic
u795087,2023-04-04,CA,iPhone,basic
u864480,2020-09-22,CA,iPad,basic
u960180,2021-04-29,DE,iPhone,premium
u221768,2021-04-28,US,Android Tablet,premium
u725156,2021-05-18,IN,Windows,free
u380725,2023-01-08,FR,iPad,basic
u451172,2023-10-18,MX,Android Phone,enterprise
u674329,2023-03-31,DE,Windows,basic
u419527,2020-10-21,US,Windows,basic
u597571,2021-05-10,JP,Mac,basic
u611316,2021-12-05,DE,iPhone,basic
u964120,2023-09-26,CA,Windows,premium
u487780,2020-04-10,US,Mac,premium
u294038,2021-09-04,BR,iPad,basic
u931165,2022-05-01,DE,Windows,premium
u446238,2020-05-08,JP,Android Tablet,basic
u577513,2022-06-08,CA,Mac,basic
u386481,2020-09-17,AU,iPhone,premium
u284315,2023-04-26,UK,Windows,enterprise
u473310,2020-02-18,AU,iPad,free
u585996,2023-01-25,AU,iPad,free
u011935,2022-10-20,MX,iPad,enterprise
u137074,2021-04-28,AU,Windows,free
u064521,2020-08-18,US,Android Phone,basic
u286412,2022-10-11,UK,Mac,enterprise
u881466,2022-08-16,BR,iPad,basic
u813681,2023-07-13,BR,Mac,free
u172061,2020-04-13,IN,Mac,enterprise
u679709,2022-02-23,UK,Windows,basic
u004477,2020-10-28,US,Mac,basic
u597222,2022-10-23,UK,iPad,premium
u814853,2023-12-08,FR,iPad,premium
u602600,2023-09-24,FR,iPhone,enterprise
u740113,2021-08-08,MX,iPad,free
u045223,2020-05-27,MX,Android Phone,basic
u958635,2020-10-05,FR,iPhone,enterprise
u129727,2022-12-16,BR,iPad,premium
u395696,2023-01-09,IN,Android Tablet,enterprise
u465469,2022-10-18,BR,iPhone,free
u814477,2021-08-25,DE,iPad,free
u615090,2021-11-13,CA,Mac,premium
u787722,2021-04-20,US,Android Phone,free
u439376,2022-12-03,BR,Android Tablet,free
u796541,2020-12-27,US,Android Phone,premium
u992312,2020-01-10,DE,iPad,basic
u071243,2021-02-01,BR,Android Tablet,premium
u039756,2020-10-30,UK,Android Tablet,basic
u034487,2022-03-30,DE,Windows,premium
u875426,2020-12-26,CA,Windows,premium
u773583,2020-03-12,MX,Android Tablet,free
u521421,2021-08-16,IN,iPad,premium
u569708,2021-03-28,MX,iPhone,basic
u410305,2021-05-01,US,iPad,basic
u726017,2022-10-29,US,Windows,premium
u794836,2020-01-13,JP,iPad,enterprise
u068237,2021-11-13,BR,Android Tablet,premium
u039134,2020-06-03,MX,Windows,premium
u850674,2022-01-15,FR,Android Tablet,enterprise
u208948,2023-10-10,UK,Windows,free
u376647,2020-04-05,MX,Windows,premium
u095479,2022-06-14,MX,Android Tablet,basic
u090706,2023-01-13,IN,iPhone,premium
u772054,2020-11-25,IN,iPhone,enterprise
u022913,2023-02-23,FR,iPhone,enterprise
u716863,2021-05-22,FR,Android Tablet,basic
u008176,2021-04-06,FR,Android Tablet,free
u774175,2021-08-27,DE,iPad,premium
u851008,2020-09-22,UK,Mac,enterprise
u732749,2021-11-15,UK,iPhone,free
u827932,2022-12-21,JP,Windows,premium
u797075,2022-03-17,MX,Mac,free
u633414,2020-04-29,US,Android Tablet,free
u732268,2023-08-02,DE,Windows,premium
u735842,2022-01-22,BR,Android Phone,premium
u866965,2022-11-13,MX,Android Tablet,premium
u184635,2022-01-17,CA,Windows,premium
u785684,2023-04-08,IN,Android Phone,enterprise
u982219,2020-12-06,JP,Android Tablet,basic
u760576,2020-02-01,IN,iPad,basic
u990693,2022-06-20,MX,iPhone,basic
u042454,2020-02-21,IN,iPhone,basic
u683110,2023-12-24,UK,iPad,basic
u502613,2021-01-10,BR,iPhone,basic
u726496,2023-12-04,FR,Windows,premium
u194824,2021-01-31,CA,iPad,basic
u133144,2021-06-13,DE,Android Tablet,basic
u290893,2023-12-26,FR,Mac,basic
u172285,2021-07-06,UK,iPhone,premium
u476957,2021-12-02,CA,Mac,basic
u277572,2020-08-17,BR,Windows,premium
u280822,2022-05-27,DE,Android Tablet,basic
u282019,2020-08-03,DE,iPhone,enterprise
u532474,2021-06-18,JP,Android Tablet,basic
u374985,2023-10-13,FR,iPhone,free
u515605,2022-06-23,DE,Android Phone,enterprise
u196011,2020-11-20,IN,Android Phone,basic
u465532,2023-03-24,US,Mac,premium
u866355,2021-02-27,AU,Android Phone,free
u167715,2020-06-13,MX,Android Phone,premium
u138631,2022-11-15,JP,Android Tablet,premium
u267177,2020-08-02,MX,Windows,free
u372633,2023-03-18,CA,Android Tablet,premium
u701034,2022-05-09,IN,Android Tablet,enterprise
u091639,2020-10-27,CA,iPad,basic
u089502,2021-03-21,FR,Mac,premium
u620676,2020-03-05,UK,Mac,enterprise
u575247,2023-02-02,IN,Android Phone,basic
u151610,2021-05-26,MX,Mac,basic
u916769,2023-12-17,DE,iPhone,free
u194132,2022-10-02,IN,Windows,enterprise
u274622,2022-02-27,CA,iPhone,basic
u366662,2023-02-17,UK,Android Phone,premium
u024293,2021-09-20,US,iPhone,basic
u339905,2020-01-10,DE,Android Tablet,basic
u120332,2021-03-14,US,Windows,premium
u089611,2020-06-17,FR,Windows,free
u542879,2022-03-04,JP,iPad,premium
u624126,2022-03-25,UK,Android Phone,premium
u714887,2020-12-04,DE,iPhone,enterprise
u971188,2021-11-03,FR,Mac,free
u064531,2022-10-20,AU,Android Phone,premium
u101869,2020-06-08,FR,Mac,free
u840136,2020-10-24,MX,Windows,free
u555806,2023-05-25,FR,Windows,basic
u201224,2020-12-28,UK,Mac,premium
u599605,2023-10-05,AU,Android Phone,enterprise
u213573,2020-08-06,IN,Windows,free
u313439,2020-02-24,MX,iPad,enterprise
u738169,2023-04-29,AU,Android Phone,premium
u017980,2020-01-26,FR,Android Phone,basic
u180130,2021-01-30,AU,Mac,free
u906787,2020-08-20,BR,Windows,basic
u315898,2023-03-20,UK,Android Phone,premium
u507340,2020-12-13,UK,iPad,enterprise
u888820,2020-09-13,CA,iPad,premium
u153364,2022-12-11,CA,iPhone,enterprise
u392331,2022-12-10,DE,Windows,free
u188562,2021-11-19,FR,iPad,basic
u443277,2020-07-27,BR,iPhone,premium
u212077,2020-10-20,UK,iPad,enterprise
u889966,2021-07-23,JP,Mac,premium
u178965,2022-07-09,BR,Mac,basic
u615784,2022-12-19,MX,iPhone,premium
u520321,2021-01-13,US,Android Phone,basic
u201800,2022-11-10,US,Android Tablet,basic
u653883,2021-08-16,FR,Android Tablet,premium
u729216,2023-07-28,AU,iPad,premium
u941557,2023-09-21,UK,Mac,free
u233874,2023-09-15,BR,Android Tablet,premium
u087162,2021-05-08,DE,Mac,enterprise
u231279,2021-04-06,DE,Android Phone,free
u306278,2020-10-30,US,Android Tablet,free
u766438,2023-04-21,BR,Android Tablet,enterprise
u848528,2021-06-22,JP,iPad,premium
u000477,2023-04-24,UK,Android Tablet,free
u454899,2023-12-21,BR,Android Tablet,free
u935993,2021-09-16,AU,iPhone,enterprise
u807912,2021-10-17,DE,Mac,free
u627801,2021-12-07,FR,Mac,enterprise
u995710,2023-01-07,US,iPhone,enterprise
u829615,2020-02-12,IN,Android Phone,free
u143181,2022-12-19,CA,Windows,basic
u880158,2022-05-01,AU,iPhone,premium
u693017,2020-03-14,DE,Android Tablet,enterprise
u556986,2021-04-05,IN,Android Phone,free
u441283,2020-02-08,CA,iPad,free
u047416,2023-09-06,AU,iPad,basic
u919364,2023-09-01,JP,Mac,free
u821185,2020-02-08,CA,iPhone,basic
u612703,2021-06-28,FR,Android Tablet,enterprise
u326184,2021-07-27,JP,iPhone,premium
u900441,2022-06-02,DE,Android Tablet,basic
u420837,2020-09-27,IN,iPad,premium
u760718,2020-12-14,CA,iPad,free
u081425,2023-03-20,US,iPad,enterprise
u415833,2022-07-19,CA,iPhone,premium
u738412,2020-12-15,AU,iPhone,basic
u719545,2023-03-17,JP,Mac,premium
u875021,2021-10-29,AU,Mac,basic
u349578,2023-10-09,US,Android Tablet,basic
u281797,2021-06-20,DE,Windows,premium
u449560,2022-03-22,AU,iPhone,premium
u274977,2023-05-18,US,Android Phone,free
u564473,2023-07-24,UK,Windows,premium
u652326,2020-10-17,US,Android Tablet,basic
u160753,2021-08-14,DE,Mac,basic
u400012,2021-06-22,AU,Windows,basic
u718138,2020-06-12,JP,iPad,premium
u844801,2023-01-09,AU,Mac,basic
u041296,2020-04-10,CA,Android Tablet,enterprise
u307624,2021-09-30,DE,Android Phone,free
u535564,2023-06-30,FR,Android Tablet,enterprise
u466680,2021-11-17,UK,Windows,basic
u678420,2021-05-17,MX,Windows,premium
u778432,2023-08-07,FR,iPhone,enterprise
u733098,2022-10-29,JP,iPad,enterprise
u114330,2021-03-07,AU,Mac,basic
u945391,2021-04-16,BR,Mac,premium
u481360,2021-10-17,UK,Android Phone,premium
u419903,2021-12-17,FR,Windows,basic
u050898,2023-03-21,JP,iPhone,enterprise
u243197,2022-06-18,UK,Mac,enterprise
u110807,2020-01-14,UK,Mac,basic
u852883,2021-10-07,JP,Android Tablet,enterprise
u301687,2020-12-19,JP,Android Tablet,basic
u969502,2020-04-16,DE,iPad,enterprise
u063619,2022-07-27,DE,Android Phone,free
u445744,2021-06-22,JP,Android Tablet,free
u369055,2021-12-27,JP,iPhone,premium
u887324,2020-07-20,FR,Android Phone,enterprise
u637972,2020-12-10,MX,Android Tablet,free
u409439,2020-01-28,BR,Windows,basic
u768963,2022-03-12,US,iPad,enterprise
u668077,2022-12-31,CA,Mac,basic
u880066,2021-01-28,US,Mac,premium
u421724,2020-03-25,FR,Mac,basic
u061087,2023-11-01,BR,Android Phone,free
u432153,2021-11-21,CA,Android Phone,basic
u754555,2023-08-04,CA,Android Phone,free
u493491,2022-10-21,MX,iPad,free
u850754,2021-02-26,US,iPad,basic
u708250,2021-07-12,BR,Android Tablet,enterprise
u736853,2022-08-11,IN,iPad,enterprise
u076911,2020-05-31,CA,iPad,free
u161352,2022-05-15,IN,Mac,premium
u074342,2022-04-26,US,Android Phone,premium
u992372,2023-06-24,UK,Android Tablet,basic
u184487,2020-06-19,JP,iPad,enterprise
u636011,2020-11-24,CA,Mac,premium
u173479,2023-04-19,DE,Mac,enterprise
u973258,2023-07-24,DE,Android Tablet,enterprise
u703586,2021-08-29,FR,Android Phone,basic
u274746,2020-08-09,DE,Windows,free
u132013,2021-10-30,JP,iPad,premium
u834542,2021-05-07,UK,iPad,free
u591655,2023-09-26,BR,iPhone,enterprise
u810091,2022-10-21,UK,iPhone,free
u255143,2022-07-20,IN,Mac,premium
u662761,2023-07-23,CA,Android Phone,basic
u089332,2023-01-05,US,Android Phone,basic
u916633,2022-03-27,JP,iPad,premium
u918556,2020-04-09,DE,iPhone,premium
u687250,2022-07-21,DE,Android Phone,enterprise
u719602,2023-11-22,IN,Mac,basic
u876507,2021-01-26,UK,Android Tablet,premium
u881890,2020-05-15,CA,Android Tablet,premium
u975488,2023-07-18,CA,Windows,enterprise
u331042,2022-01-24,MX,Android Phone,premium
u088266,2022-07-23,US,Android Phone,enterprise
u679291,2020-07-24,DE,Android Tablet,free
u912729,2023-07-15,IN,iPhone,basic
u490361,2020-03-09,US,Android Tablet,premium
u929837,2023-08-29,UK,Mac,premium
u895621,2022-12-02,US,iPhone,premium
u794863,2022-02-06,UK,Android Tablet,premium
u918474,2021-08-11,CA,Mac,enterprise
u372309,2020-07-09,JP,iPad,premium
u524544,2023-11-02,DE,Android Tablet,basic
u296966,2022-01-13,DE,Windows,free
u584380,2022-02-13,BR,iPhone,premium
u236856,2020-03-07,AU,Android Tablet,basic
u101751,2023-06-07,US,Android Phone,enterprise
u208886,2023-04-17,CA,iPhone,enterprise
u387040,2020-11-28,UK,Android Phone,basic
u185651,2021-12-02,US,Windows,free
u713473,2022-09-02,MX,iPhone,premium
u831254,2023-05-12,DE,Mac,enterprise
u511229,2021-04-05,CA,Android Tablet,free
u257639,2022-03-21,AU,iPhone,basic
u831551,2021-06-22,UK,Mac,free
u422592,2022-09-29,FR,Mac,free
u565778,2020-09-07,IN,Mac,free
u171584,2020-10-28,CA,Android Phone,basic
u846522,2021-11-26,BR,iPad,free
u701968,2022-02-23,JP,Android Tablet,premium
u825646,2020-01-22,FR,Windows,basic
u162444,2020-12-21,UK,Android Tablet,enterprise
u401959,2020-02-02,IN,Windows,free
u955271,2021-09-09,JP,Windows,premium
u388345,2021-02-02,IN,iPhone,basic
u016560,2020-12-15,AU,Android Phone,basic
u979317,2023-04-10,AU,Windows,free
u446982,2023-08-21,DE,iPhone,premium
u101307,2021-05-03,US,Android Tablet,free
u807558,2022-04-13,AU,Android Tablet,basic
u834401,2020-10-24,BR,Android Phone,basic
u058885,2023-06-03,UK,Windows,basic
u427923,2021-07-19,JP,iPhone,premium
u836290,2021-05-07,MX,iPhone,free
u037006,2023-08-19,CA,Android Phone,premium
u291856,2021-08-16,BR,iPad,enterprise
u588305,2020-12-02,BR,Mac,enterprise
u984409,2023-09-18,BR,iPad,basic
u723629,2022-08-21,IN,Android Tablet,premium
u475311,2023-01-31,CA,iPhone,premium
u731984,2021-12-01,BR,Android Phone,basic
u853085,2020-05-04,AU,Windows,premium
u440689,2020-09-04,CA,iPad,premium
u508016,2021-04-14,UK,iPhone,basic
u630365,2022-06-10,US,Android Phone,premium
u096871,2020-12-11,FR,Android Phone,free
u531885,2023-03-19,CA,Android Tablet,enterprise
u254221,2022-12-04,FR,Android Tablet,free
u395094,2020-01-21,UK,Windows,basic
u055907,2022-09-29,FR,Android Tablet,basic
u096196,2020-06-13,JP,Android Tablet,basic
u195437,2020-08-11,DE,iPhone,basic
u370981,2021-12-31,US,iPad,enterprise
u867316,2022-05-12,MX,Android Tablet,enterprise
u874904,2021-07-26,IN,Mac,enterprise
u579106,2020-11-28,AU,iPad,premium
u957032,2022-07-29,CA,Android Tablet,basic
u898715,2020-10-18,FR,Android Phone,premium
u128145,2022-10-28,AU,Mac,premium
u717884,2020-05-22,AU,Android Tablet,free
u450647,2021-11-21,MX,Android Phone,basic
u539479,2020-11-27,FR,Android Tablet,basic
u172005,2023-08-29,BR,Android Phone,premium
u199412,2022-06-20,FR,Android Phone,basic
u809212,2022-06-06,JP,iPhone,free
u531557,2020-04-02,IN,Mac,basic
u210948,2022-08-31,DE,iPhone,enterprise
u817566,2022-11-28,DE,Mac,enterprise
u307977,2020-11-21,DE,iPad,free
u585924,2022-02-18,AU,iPhone,premium
u734278,2022-05-11,BR,iPad,basic
u646539,2020-12-27,JP,iPhone,enterprise
u434402,2021-03-26,UK,Android Tablet,premium
u226696,2023-06-26,JP,iPad,free
u881313,2021-03-03,CA,Android Tablet,enterprise
u105701,2022-08-11,JP,Mac,free
u024877,2021-10-09,MX,iPhone,basic
u876031,2023-08-02,UK,Android Tablet,premium
u806652,2020-05-10,MX,Mac,enterprise
u173005,2022-10-16,FR,Android Tablet,enterprise
u007813,2023-06-05,US,iPhone,premium
u752727,2021-09-14,JP,Windows,basic
u519918,2023-10-22,DE,Android Tablet,premium
